Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
"A moment of tenderness, connecting with loved ones.",Tenderness,2016-02-23 19:45:00,LovingHeart,Facebook,#Tenderness #FamilyTime,25.0,50.0,UK,2016,2,23,19,Love & Affection,75.0,"['#tenderness', '#familytime']",2,8,51,Europe
Arousal of excitement as I await a special announcement.,Arousal,2017-10-30 11:30:00,ExcitementFan,Twitter,#Arousal #Excitement,20.0,40.0,Australia,2017,10,30,11,Energy & Arousal,60.0,"['#arousal', '#excitement']",2,9,56,Oceania
Enthusiastically diving into a new project.,Enthusiasm,2018-06-15 16:00:00,ProjectEnthusiast,Instagram,#Enthusiasm #NewProject,15.0,30.0,USA,2018,6,15,16,Happiness & Joy,45.0,"['#enthusiasm', '#newproject']",2,6,43,North America
Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,2019-03-28 18:20:00,MilestoneAchiever,Facebook,#Fulfillment #Milestone,22.0,45.0,India,2019,3,28,18,Confidence & Achievement,67.0,"['#fulfillment', '#milestone']",2,9,58,Asia
Reverence for the beauty of a historic landmark.,Reverence,2019-11-11 15:00:00,HistoryLover,Twitter,#Reverence #History,18.0,35.0,UK,2019,11,11,15,Admiration & Awe,53.0,"['#reverence', '#history']",2,8,48,Europe
Elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,#Elation #OldFriends,25.0,50.0,Canada,2020,4,2,9,Happiness & Joy,75.0,"['#elation', '#oldfriends']",2,8,50,North America
The euphoria of a live music concert under the stars.,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook,#Euphoria #LiveMusic,15.0,30.0,USA,2021,6,19,14,Happiness & Joy,45.0,"['#euphoria', '#livemusic']",2,10,53,North America
Contentment in the simplicity of a quiet Sunday.,Contentment,2010-08-15 10:00:00,SimpleJoys,Twitter,#Contentment #SundayMood,30.0,60.0,Australia,2010,8,15,10,Calm & Peace,90.0,"['#contentment', '#sundaymood']",2,8,48,Oceania
Serenity found in the pages of a favorite book.,Serenity,2011-09-22 19:30:00,BookLover3,Instagram,#Serenity #BookTime,22.0,45.0,UK,2011,9,22,19,Calm & Peace,67.0,"['#serenity', '#booktime']",2,9,47,Europe
Gratitude for the support received during tough times.,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook,#Gratitude #Supportive,15.0,30.0,India,2012,3,10,8,Hope & Optimism,45.0,"['#gratitude', '#supportive']",2,8,54,Asia
Hopeful about the possibilities of a new journey.,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter,#Hope #NewBeginnings,18.0,35.0,Canada,2013,12,5,16,Hope & Optimism,53.0,"['#hope', '#newbeginnings']",2,8,49,North America
Empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,#Empowerment #PersonalGrowth,25.0,50.0,USA,2014,7,20,11,Confidence & Achievement,75.0,"['#empowerment', '#personalgrowth']",2,6,49,North America
Compassion towards those in need during the holidays.,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook,#Compassion #HolidaySupport,18.0,35.0,USA,2015,12,22,14,Love & Affection,53.0,"['#compassion', '#holidaysupport']",2,8,53,North America
Tenderness in the warmth of a cozy winter evening.,Tenderness,2016-02-10 19:45:00,WinterWarmth,Twitter,#Tenderness #CozyEvening,25.0,50.0,UK,2016,2,10,19,Love & Affection,75.0,"['#tenderness', '#cozyevening']",2,9,50,Europe
Arousal of excitement for an upcoming adventure.,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram,#Arousal #AdventureTime,20.0,40.0,Australia,2017,4,30,11,Energy & Arousal,60.0,"['#arousal', '#adventuretime']",2,7,48,Oceania
Enthusiasm for a creative project in the making.,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook,#Enthusiasm #Creativity,15.0,30.0,Canada,2018,9,15,16,Happiness & Joy,45.0,"['#enthusiasm', '#creativity']",2,8,48,North America
Fulfillment in completing a challenging workout routine.,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter,#Fulfillment #FitnessGoals,22.0,45.0,India,2019,6,28,18,Confidence & Achievement,67.0,"['#fulfillment', '#fitnessgoals']",2,7,56,Asia
Reverence for the artistry displayed in a museum.,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram,#Reverence #ArtAppreciation,18.0,35.0,UK,2020,11,11,15,Admiration & Awe,53.0,"['#reverence', '#artappreciation']",2,8,49,Europe
Elation after achieving a personal goal.,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook,#Elation #PersonalAchievement,25.0,50.0,USA,2021,3,2,9,Happiness & Joy,75.0,"['#elation', '#personalachievement']",2,6,40,North America
Elation over discovering a hidden gem in the city.,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter,#Elation #HiddenGem,20.0,40.0,USA,2012,2,18,14,Happiness & Joy,60.0,"['#elation', '#hiddengem']",2,9,50,North America
The euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,#Euphoria #BirthdaySurprise,15.0,30.0,UK,2018,11,5,21,Happiness & Joy,45.0,"['#euphoria', '#birthdaysurprise']",2,7,48,Europe
Contentment in the simplicity of a home-cooked meal.,Contentment,2015-09-12 13:20:00,HomeChef,Facebook,#Contentment #HomeCooking,25.0,50.0,India,2015,9,12,13,Calm & Peace,75.0,"['#contentment', '#homecooking']",2,8,52,Asia
Serenity found in the melody of a peaceful piano.,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter,#Serenity #PeacefulMelody,18.0,35.0,Canada,2016,7,30,18,Calm & Peace,53.0,"['#serenity', '#peacefulmelody']",2,9,49,North America
Gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,#Gratitude #CommunitySupport,30.0,60.0,USA,2013,4,20,10,Hope & Optimism,90.0,"['#gratitude', '#communitysupport']",2,7,49,North America
Hopeful about the prospects of a new business venture.,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook,#Hope #BusinessVenture,22.0,45.0,Canada,2017,12,8,19,Hope & Optimism,67.0,"['#hope', '#businessventure']",2,9,54,North America
Empowerment through mentoring and guiding others.,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter,#Empowerment #Mentorship,15.0,30.0,UK,2014,6,3,8,Confidence & Achievement,45.0,"['#empowerment', '#mentorship']",2,6,49,Europe
Compassion shown through acts of kindness in the community.,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram,#Compassion #CommunityKindness,18.0,35.0,Australia,2019,1,15,14,Love & Affection,53.0,"['#compassion', '#communitykindness']",2,9,59,Oceania
Tenderness in a heartfelt message to a loved one.,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook,#Tenderness #LoveNote,25.0,50.0,UK,2016,12,25,19,Love & Affection,75.0,"['#tenderness', '#lovenote']",2,9,49,Europe
Arousal of excitement before a much-awaited trip.,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter,#Arousal #TravelAdventure,20.0,40.0,India,2018,3,10,9,Energy & Arousal,60.0,"['#arousal', '#traveladventure']",2,7,49,Asia
Enthusiasm for a new artistic project in the works.,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,#Enthusiasm #ArtisticProject,15.0,30.0,USA,2020,9,17,16,Happiness & Joy,45.0,"['#enthusiasm', '#artisticproject']",2,9,51,North America
Feeling a sense of fulfillment after helping others.,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook,#Fulfillment #HelpingOthers,22.0,45.0,Canada,2011,8,28,18,Confidence & Achievement,67.0,"['#fulfillment', '#helpingothers']",2,8,52,North America
Reverence for the historical significance of a landmark.,Reverence,2017-11-01 15:30:00,HistoryBuff,Twitter,#Reverence #HistoricalSite,18.0,35.0,Australia,2017,11,1,15,Admiration & Awe,53.0,"['#reverence', '#historicalsite']",2,8,56,Oceania
Elation after achieving a fitness milestone.,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,#Elation #FitnessMilestone,25.0,50.0,UK,2019,6,15,10,Happiness & Joy,75.0,"['#elation', '#fitnessmilestone']",2,6,44,Europe
The euphoria of a successful product launch.,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,#Euphoria #ProductLaunchSuccess,15.0,30.0,USA,2022,4,3,11,Happiness & Joy,45.0,"['#euphoria', '#productlaunchsuccess']",2,7,44,North America
Contentment in the embrace of a loved one.,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter,#Contentment #Love,30.0,60.0,India,2010,11,12,20,Calm & Peace,90.0,"['#contentment', '#love']",2,8,42,Asia
Serenity found in the beauty of a sunset by the sea.,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,#Serenity #SunsetViews,22.0,45.0,Canada,2011,7,22,18,Calm & Peace,67.0,"['#serenity', '#sunsetviews']",2,11,52,North America
Gratitude for the small joys that each day brings.,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook,#Gratitude #SmallJoys,15.0,30.0,Australia,2012,3,30,11,Hope & Optimism,45.0,"['#gratitude', '#smalljoys']",2,9,50,Oceania
Hopeful about the potential for personal growth.,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,#Hope #PersonalDevelopment,18.0,35.0,UK,2013,10,5,16,Hope & Optimism,53.0,"['#hope', '#personaldevelopment']",2,7,48,Europe
Empowerment through learning a new skill.,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,#Empowerment #SkillBuilding,25.0,50.0,India,2014,7,10,13,Confidence & Achievement,75.0,"['#empowerment', '#skillbuilding']",2,6,41,Asia
Compassion in volunteering for a local charity.,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,#Compassion #VolunteerWork,18.0,35.0,USA,2015,12,18,14,Love & Affection,53.0,"['#compassion', '#volunteerwork']",2,7,47,North America
Tenderness in a quiet moment shared with a pet.,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,#Tenderness #PetLove,25.0,50.0,Canada,2016,2,10,19,Love & Affection,75.0,"['#tenderness', '#petlove']",2,9,47,North America
Arousal of excitement for an upcoming festival.,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,#Arousal #FestivalExcitement,20.0,40.0,UK,2017,9,25,11,Energy & Arousal,60.0,"['#arousal', '#festivalexcitement']",2,7,47,Europe
Enthusiasm for a DIY home improvement project.,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook,#Enthusiasm #HomeImprovement,15.0,30.0,Australia,2018,4,15,16,Happiness & Joy,45.0,"['#enthusiasm', '#homeimprovement']",2,7,46,Oceania
Fulfillment in completing a challenging puzzle.,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,#Fulfillment #PuzzleChallenge,22.0,45.0,India,2019,11,28,18,Confidence & Achievement,67.0,"['#fulfillment', '#puzzlechallenge']",2,6,47,Asia
Reverence for the wonders of nature on a hiking trail.,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,#Reverence #NatureExploration,18.0,35.0,USA,2020,5,11,15,Admiration & Awe,53.0,"['#reverence', '#natureexploration']",2,10,54,North America
Elation after a surprise reunion with a childhood friend.,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,#Elation #FriendshipReunion,25.0,50.0,Canada,2021,2,5,9,Happiness & Joy,75.0,"['#elation', '#friendshipreunion']",2,9,57,North America
Suffering from despair after another setback.,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,#Despair #Struggle,5.0,10.0,USA,2021,3,10,8,Sadness & Loss,15.0,"['#despair', '#struggle']",2,6,45,North America
"Overwhelmed by grief, missing a loved one dearly.",Grief,2022-07-05 15:45:00,MourningHeart,Instagram,#Grief #Loss,8.0,15.0,Canada,2022,7,5,15,Sadness & Loss,23.0,"['#grief', '#loss']",2,8,49,North America
Loneliness creeps in as the night grows colder.,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook,#Loneliness #Isolation,10.0,20.0,UK,2019,11,18,21,Sadness & Loss,30.0,"['#loneliness', '#isolation']",2,8,47,Europe
Jealousy consumes me as I witness others' success.,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter,#Jealousy #Envy,12.0,25.0,India,2020,8,12,11,Anger & Resentment,37.0,"['#jealousy', '#envy']",2,8,50,Asia
Resentment building up over past betrayals.,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram,#Resentment #Bitterness,7.0,15.0,Australia,2018,5,22,14,Anger & Resentment,22.0,"['#resentment', '#bitterness']",2,6,43,Oceania
Frustration mounts as obstacles block my path.,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook,#Frustration #Obstacles,10.0,20.0,USA,2017,1,30,16,Anger & Resentment,30.0,"['#frustration', '#obstacles']",2,7,46,North America
"Boredom sets in, the day feels endlessly dull.",Boredom,2016-09-28 19:45:00,BoredMind,Twitter,#Boredom #LackOfInterest,8.0,15.0,Canada,2016,9,28,19,Neutral / General,23.0,"['#boredom', '#lackofinterest']",2,8,46,North America
"Anxiety grips my heart, worry clouds my thoughts.",Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,#Anxiety #Worry,12.0,25.0,UK,2019,4,15,9,Fear & Anxiety,37.0,"['#anxiety', '#worry']",2,8,49,Europe
Intimidation by the unknown future ahead.,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook,#Intimidation #Fear,15.0,30.0,India,2021,12,3,18,Fear & Anxiety,45.0,"['#intimidation', '#fear']",2,6,41,Asia
Helplessness sinks in as challenges pile up.,Helplessness,2020-06-20 14:20:00,OverwhelmedHeart,Twitter,#Helplessness #Overwhelmed,8.0,15.0,Australia,2020,6,20,14,Fear & Anxiety,23.0,"['#helplessness', '#overwhelmed']",2,7,44,Oceania
Envy eats away at me as I see others' prosperity.,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,#Envy #Desire,10.0,20.0,Canada,2018,11,7,11,Anger & Resentment,30.0,"['#envy', '#desire']",2,10,49,North America
Regret over missed opportunities haunts my thoughts.,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook,#Regret #MissedChances,12.0,25.0,UK,2017,8,25,16,Disappointment & Regret,37.0,"['#regret', '#missedchances']",2,7,52,Europe
Disgust at the sight of injustice and cruelty.,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter,#Disgust #Injustice,7.0,15.0,India,2019,2,11,9,Anger & Resentment,22.0,"['#disgust', '#injustice']",2,8,46,Asia
"Drowning in despair, hope slipping through my fingers.",Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,#Despair #Hopeless,10.0,20.0,USA,2016,4,2,20,Sadness & Loss,30.0,"['#despair', '#hopeless']",2,8,54,North America
"Grief weighs heavy, tears a constant companion.",Grief,2015-10-18 15:30:00,TearfulSoul,Facebook,#Grief #Tears,12.0,25.0,Canada,2015,10,18,15,Sadness & Loss,37.0,"['#grief', '#tears']",2,7,47,North America
"Loneliness in a crowded room, a silent cry for connection.",Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15.0,30.0,UK,2019,7,12,18,Sadness & Loss,45.0,"['#loneliness', '#seekingconnection']",2,10,58,Europe
"Jealousy gnaws at my confidence, a toxic emotion.",Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8.0,15.0,India,2018,6,3,16,Anger & Resentment,23.0,"['#jealousy', '#insecurity']",2,8,49,Asia
"Resentment festers, poisoning relationships.",Resentment,2022-01-15 12:00:00,BrokenTrust,Facebook,#Resentment #BrokenTrust,10.0,20.0,Australia,2022,1,15,12,Anger & Resentment,30.0,"['#resentment', '#brokentrust']",2,4,44,Oceania
"Frustration boils over, a volcanic eruption of emotions.",Frustration,2017-04-10 14:45:00,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12.0,25.0,USA,2017,4,10,14,Anger & Resentment,37.0,"['#frustration', '#emotionaloutburst']",2,8,56,North America
"Boredom settles like dust, life feels mundane.",Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,#Boredom #Monotony,7.0,15.0,Canada,2016,11,28,19,Neutral / General,22.0,"['#boredom', '#monotony']",2,7,46,North America
"Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,2018-09-05 09:30:00,RestlessMind,Facebook,#Anxiety #Restlessness,10.0,20.0,UK,2018,9,5,9,Fear & Anxiety,30.0,"['#anxiety', '#restlessness']",2,10,57,Europe
"Intimidation by the challenges ahead, fear takes hold.",Intimidation,2021-10-22 18:30:00,FearfulJourney,Twitter,#Intimidation #FacingFear,15.0,30.0,India,2021,10,22,18,Fear & Anxiety,45.0,"['#intimidation', '#facingfear']",2,8,54,Asia
"Helplessness engulfs me, drowning in a sea of problems.",Helplessness,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8.0,15.0,Australia,2019,5,8,14,Fear & Anxiety,23.0,"['#helplessness', '#struggling']",2,9,55,Oceania
"Envy poisons my thoughts, coveting others' success.",Envy,2017-03-20 11:30:00,GreenEyedMonster,Facebook,#Envy #Success,10.0,20.0,Canada,2017,3,20,11,Anger & Resentment,30.0,"['#envy', '#success']",2,7,51,North America
Regret for decisions that led to a painful present.,Regret,2018-12-15 16:00:00,RegretfulMind,Twitter,#Regret #PastChoices,12.0,25.0,USA,2018,12,15,16,Disappointment & Regret,37.0,"['#regret', '#pastchoices']",2,9,51,North America
Disgust at the corruption that stains society.,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,#Disgust #Corruption,7.0,15.0,UK,2016,7,1,9,Anger & Resentment,22.0,"['#disgust', '#corruption']",2,7,46,Europe
"Sinking in despair, each day darker than the last.",Despair,2020-08-20 20:20:00,DrowningSoul,Facebook,#Despair #DarkDays,10.0,20.0,India,2020,8,20,20,Sadness & Loss,30.0,"['#despair', '#darkdays']",2,9,50,Asia
"Grief overwhelms, a storm of emotions within.",Grief,2021-02-25 15:30:00,StormyHeart,Twitter,#Grief #EmotionalStorm,12.0,25.0,Canada,2021,2,25,15,Sadness & Loss,37.0,"['#grief', '#emotionalstorm']",2,7,45,North America
"Loneliness echoes in empty spaces, yearning for connection.",Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15.0,30.0,Australia,2019,9,12,18,Sadness & Loss,45.0,"['#loneliness', '#yearningforconnection']",2,8,59,Oceania
"Jealousy poisons my thoughts, resentment brewing within.",Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,#Jealousy #Resentment,8.0,15.0,USA,2018,8,5,16,Anger & Resentment,23.0,"['#jealousy', '#resentment']",2,7,56,North America
"Resentment festers, a wound that refuses to heal.",Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10.0,20.0,India,2017,1,12,12,Anger & Resentment,30.0,"['#resentment', '#unforgiving']",2,8,49,Asia
"Frustration escalates, a thunderstorm of emotions.",Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12.0,25.0,UK,2022,4,5,14,Anger & Resentment,37.0,"['#frustration', '#emotionaloutburst']",2,6,50,Europe
"Boredom lingers, a stagnant pool of indifference.",Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,#Boredom #Stagnation,7.0,15.0,Canada,2021,10,2,19,Neutral / General,22.0,"['#boredom', '#stagnation']",2,7,49,North America
"Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,#Curiosity #Learning,15.0,30.0,USA,2023,4,15,10,Curiosity & Reflection,45.0,"['#curiosity', '#learning']",2,14,84,North America
"Lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7.0,15.0,Canada,2022,11,28,17,Curiosity & Reflection,22.0,"['#indifference', '#digitaloverload']",2,14,78,North America
"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,#Confusion #LifePuzzle,10.0,20.0,UK,2020,4,2,9,Curiosity & Reflection,30.0,"['#confusion', '#lifepuzzle']",2,18,101,Europe
"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8.0,15.0,India,2021,8,10,14,Curiosity & Reflection,23.0,"['#numbness', '#emotionalshield']",2,15,90,Asia
"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12.0,25.0,Australia,2019,6,18,20,Sadness & Loss,37.0,"['#melancholy', '#sunsetmoments']",2,16,94,Oceania
